category,condition,description,meet_up,overview,pics,price,seller,title,url
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,Yesterday,cpu 5900x 特挑體質全核1.08V 4300Mhz 上門試機時可睇到參數
mb c8dh darkhero
ram 3600 gkillz neo 4*8gb 同盒同碼
ssd 970evo plus 1tb0*2 初版泰產低溫版本 以組raid0 加速遊戲讀圖速度 gpu 3090 msi superim
電 corsair 海船hx1000 80plus白金電源
風扇 noutca nf a14 pwm版本 x6
機箱 Phanteks p500air 黑色 經典降溫款
bitspower D5 vano pump bitspower water tank z 200 bitspower 3090 vga water block
ek cpu lignum ek coolstream ce 420 triple ek coolstream se 280 slim dual ek hdc14 ek quantum drain valve ek hd tube 10/14mm 500mm 2pcs
自組水冷台機 平常設定60%風扇轉速(1000RPM) 溫度保持 開機38cpu 32gpu - 遊玩diablo4. cpu48 gpu 39 單說盒全
不散賣不議價",通寶行,"Like new,Mailing · Meetup,通寶行","https://media.karousell.com/media/photos/products/2023/9/19/_1695109462_6281eac3.jpg,https://media.karousell.com/media/photos/products/2023/9/19/_1695109462_6281eac3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/_1695109462_cf289590_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/_1695109462_de985588_progressive.jpg","HK$15,000",/u/usaman168/,超高配自組水冷電腦,https://www.carousell.com.hk/p/%E8%B6%85%E9%AB%98%E9%85%8D%E8%87%AA%E7%B5%84%E6%B0%B4%E5%86%B7%E9%9B%BB%E8%85%A6-1255657046/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=316
,"Heavily used # Heavily used: Used, with obvious signs of use or defects.","Bumped,2 months ago,高價上門回收 
高價回收電腦  回收電腦  電腦回收  主機  顯示器 

1. 拍攝回收物品
2. 圖片經Carousell對話 / Whatsapp傳給我們
3. 接收報價
4. 交收

🗺️本店地圖⬇️ ,
🏤１. 交收地點：深水埗 海壇街 230號地舖 翼電腦門市
🕑２. 營業時間：星期一至日 1:00PM-10:00PM
📱３. 如有查詢：WhatsApp 9856 4188 (亦可直接打電話)",Sham Shui Po (深水埗),"Heavily used,Meetup,Sham Shui Po (深水埗)","https://media.karousell.com/media/photos/products/2021/6/28/________________1624862986_80f66a33,https://media.karousell.com/media/photos/products/2021/6/28/________________1624862986_80f66a33_progressive,https://media.karousell.com/media/photos/products/2021/4/20/________________1618918607_3e862da8_progressive,https://media.karousell.com/media/photos/products/2021/4/20/________________1618918608_49c7c84e_progressive,https://media.karousell.com/media/photos/products/2023/1/30/________________1675095656_9106106d_progressive,https://media.karousell.com/media/photos/products/2023/9/16/_playstation_play_station_play_1694870954_7782162c_thumbnail,https://media.karousell.com/media/photos/products/2023/9/6/_playstation_5__4__3__ps5_ps5__1693989388_10e26d39_thumbnail,https://media.karousell.com/media/photos/products/2021/6/28/________________1624863711_7caff044_thumbnail",HK$500,/u/wingscomputer888/,高價回收手提電腦 高價回收電腦 回收電腦 電腦回收 主機 顯示器 手提電腦 四電一腦 收買老 收買佬 上門回收 回收主機 回收顯示器 回收手提電腦 主機回收 顯示器回收,https://www.carousell.com.hk/p/%E9%AB%98%E5%83%B9%E5%9B%9E%E6%94%B6%E6%89%8B%E6%8F%90%E9%9B%BB%E8%85%A6-%E9%AB%98%E5%83%B9%E5%9B%9E%E6%94%B6%E9%9B%BB%E8%85%A6-%E5%9B%9E%E6%94%B6%E9%9B%BB%E8%85%A6-%E9%9B%BB%E8%85%A6%E5%9B%9E%E6%94%B6-%E4%B8%BB%E6%A9%9F-%E9%A1%AF%E7%A4%BA%E5%99%A8-%E6%89%8B%E6%8F%90%E9%9B%BB%E8%85%A6-%E5%9B%9B%E9%9B%BB%E4%B8%80%E8%85%A6-%E6%94%B6%E8%B2%B7%E8%80%81-%E6%94%B6%E8%B2%B7%E4%BD%AC-%E4%B8%8A%E9%96%80%E5%9B%9E%E6%94%B6-%E5%9B%9E%E6%94%B6%E4%B8%BB%E6%A9%9F-%E5%9B%9E%E6%94%B6%E9%A1%AF%E7%A4%BA%E5%99%A8-%E5%9B%9E%E6%94%B6%E6%89%8B%E6%8F%90%E9%9B%BB%E8%85%A6-%E4%B8%BB%E6%A9%9F%E5%9B%9E%E6%94%B6-%E9%A1%AF%E7%A4%BA%E5%99%A8%E5%9B%9E%E6%94%B6-1080085718/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=317
,Lightly used # 7,"Bumped,3 days ago,Brand,Dell,Dell 5810 , Intel Xeon E5-1620 v3, Ram-32G, GeForce GTX 1070 8G , 電競入門稳定可靠 ，注意：不包括硬碟和系統，以機箱很重可代叫GOGOVAN 。
",MTR Central Station (港鐵中環站),"Lightly used,Meetup,MTR Central Station (港鐵中環站)","https://media.karousell.com/media/photos/products/2023/9/15/dell_5810__intel_xeon_e51620_v_1694783553_fac2bce5.jpg,https://media.karousell.com/media/photos/products/2023/9/15/dell_5810__intel_xeon_e51620_v_1694783553_fac2bce5_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/15/dell_5810__intel_xeon_e51620_v_1694783656_ab2b56a0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/15/dell_5810__intel_xeon_e51620_v_1694783656_38311e28_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/16/dell_5810__intel_xeon_e51620_v_1694865582_176416d6_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/apple_1magsafe__2magsafe_2__ch_1692716419_300389f3_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/28/apple_magsafe_1__2_power_adapt_1690559598_751b3d64_thumbnail.jpg","HK$2,000",/u/jumper12/,"Dell 5810 , Intel Xeon E5-1620 v3, Ram-32G, GeForce GTX 1070 8G , 電競入門稳定可靠 ，注意：不包括硬碟和系統。",https://www.carousell.com.hk/p/dell-5810-intel-xeon-e5-1620-v3-ram-32g-geforce-gtx-1070-8g-%E9%9B%BB%E7%AB%B6%E5%85%A5%E9%96%80%E7%A8%B3%E5%AE%9A%E5%8F%AF%E9%9D%A0-%EF%BC%8C%E6%B3%A8%E6%84%8F%EF%BC%9A%E4%B8%8D%E5%8C%85%E6%8B%AC%E7%A1%AC%E7%A2%9F%E5%92%8C%E7%B3%BB%E7%B5%B1%E3%80%82-1254947616/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=315
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Bumped,10 hours ago,Brand,利民 Thermalright ,接受 AlipayHK / WechatPay 消費券

全新未開封，有黑有白
送利民TF7  散熱膏一支

‼️ 240 已全部售罄 ‼️

3️⃣6️⃣0️⃣
黑色360 AUQA ELITE $480
白色 360 AUQA ELITE $500

扣具包括：（Intel 12/13代可用）
INTEL : LGA115X / 1200 / 1700 / 2011 / 2066 
AMD : AM4 / AM2 / AM2+ / AM3 / AM3+ / FM1 / FM2 / FM2+ 

WhatsApp : 9043 7178


水冷水泵配置：

水泵轉速：2600RPM ± 10%
工作電壓：12V DC
額定電流：0.24 ± 20%A
運行噪音：≤30dBA
水泵接口：+12V DC/3Pin 
水泵功率：≤3.0W
ARGB接口：+5V/3pin
水泵壽命：40000Hrs 

風扇配置：

風扇尺寸：120*120*25MM
風扇轉速：1550RPM ± 10% (MAX)
額定電流：12V DC
風扇風壓：1.53mm H20 (MAX)
風扇風量：66.17CFM (MAX)
運行噪音：≤ 25.6dBA
風扇接口：4pin PWM
風扇軸承：S-FDB軸承
燈光接口：+5V 3pin ARGB

",MTR Hang Hau Station (港鐵坑口站),"Brand new,Mailing · Meetup,MTR Hang Hau Station (港鐵坑口站)","https://media.karousell.com/media/photos/products/2022/12/5/_thermalright_240360_auqa_elit_1670257675_d53e91e3.jpg,https://media.karousell.com/media/photos/products/2022/12/5/_thermalright_240360_auqa_elit_1670257675_d53e91e3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/1/14/_thermalright_240360_auqa_elit_1673676723_0dc1f9c1_progressive.jpg,https://media.karousell.com/media/photos/products/2023/1/14/_thermalright_240360_auqa_elit_1673676723_c25067fd_progressive.jpg,https://media.karousell.com/media/photos/products/2023/1/14/_thermalright_240360_auqa_elit_1673676723_50298202_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/9/_thermalright_360_auqa_elite___1691603453_5227d22d_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/17/intel_i512400_25ghz_tray_uhd73_1694958637_1dc1fb7b_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/11/corsair_rm850x_80_gold_psu_306_1691779681_22991945_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/16/intel_i59600k_37ghz_rog_z390e_1692200363_b3666b4e_thumbnail.jpg",HK$480,/u/game1590/,利民 Thermalright 360 AUQA ELITE 一體式散熱器 包原裝ARGB風扇,https://www.carousell.com.hk/p/%E5%88%A9%E6%B0%91-thermalright-360-auqa-elite-%E4%B8%80%E9%AB%94%E5%BC%8F%E6%95%A3%E7%86%B1%E5%99%A8-%E5%8C%85%E5%8E%9F%E8%A3%9Dargb%E9%A2%A8%E6%89%87-1200923982/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=314
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,1 month ago,Brand,LG",MTR Tiu Keng Leng Station (港鐵調景嶺站),"Well used,Meetup,MTR Tiu Keng Leng Station (港鐵調景嶺站)","https://media.karousell.com/media/photos/products/2023/8/19/gtx970winoforce_antec_nx650_as_1692447124_48b3b5f5.jpg,https://media.karousell.com/media/photos/products/2023/8/19/gtx970winoforce_antec_nx650_as_1692447124_48b3b5f5_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/19/gtx970winoforce_antec_nx650_as_1692447124_918945b0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/19/gtx970winoforce_antec_nx650_as_1692447124_d65cc1de_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/19/gtx970winoforce_antec_nx650_as_1692447124_80d8660d_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/19/gtx970winoforce_antec_nx650_as_1692447124_7e720e5f_progressive.jpg",HK$400,/u/crystalllll02/,Gtx970三風扇winoforce antec nx650 as rockb450 大板 LG磁碟機,https://www.carousell.com.hk/p/gtx970%E4%B8%89%E9%A2%A8%E6%89%87winoforce-antec-nx650-as-rockb450-%E5%A4%A7%E6%9D%BF-lg%E7%A3%81%E7%A2%9F%E6%A9%9F-1249924980/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=313
,Like new # Like new: Used lightly only once or twice. As good as new.,"Bumped,Yesterday,Brand,Lenovo,Model no.: AIO Ideacare A340 F0E6
Spare desktop at home. Like new, barely used. 
Added Kingston DRR4 2666MHz 16GB RAM to a total of 24 GB RAM. 
Keyboard and mouse included. ",Hong Kong,"Like new,Meetup,Hong Kong","https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_8c0e7428.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_8c0e7428_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_577a52c0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_87f0f7d6_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_42491e97_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_beca5ccf_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_4f5b9a30_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/4/lenovo_allinone_ideacare_a340__1688478563_ee5d4209_progressive.jpg","HK$3,998",/u/jhkl852/,"Lenovo All-in-One/23.8""/8+16GB RAM/Windows 11/1TB storage",https://www.carousell.com.hk/p/lenovo-all-in-one-23-8-8-16gb-ram-windows-11-1tb-storage-1241143932/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=312
,Lightly used # 7,"Posted,4 weeks ago,Brand,Asus,Model Number,Asus all in one v24,Ram (GB),16.0GB,HDD Storage (GB),1000.0GB,SSD Storage (GB),256.0GB,Asus 24” all in one 薄邊框
1920x1080 ips
I5-8265u
16g ram 
256G ssd
1000g hdd
GF mx130獨立顯示
Win 11 

",MTR Sham Shui Po Station (港鐵深水埗站),"Lightly used,Mailing · Meetup,MTR Sham Shui Po Station (港鐵深水埗站)","https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_75eef8e5.jpg,https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_75eef8e5_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_6329c36b_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_4c5144c1_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_458b574f_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_c51c54db_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/22/asus_all_in_one_v241f_1692695770_24354118_progressive.jpg,https://media.karousell.com/media/photos/products/2022/6/14/m2_ssd_nvme_256g_1655192580_561bbe9b_thumbnail.jpg,https://media.karousell.com/media/photos/products/2021/12/6/32g_sd_100mbs_1638777811_a61b825f_thumbnail","HK$2,800",/u/hksingho/,Asus all in one v241f,https://www.carousell.com.hk/p/asus-all-in-one-v241f-1250468754/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=311
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,11 months ago,Brand,Apple,Ram (GB),16GB,SSD Storage (GB),512GB,Mac mini Late 2012 Quad Core i7

Upgraded to 16(8+8)GB Ram
Primary SSD 256GB for Mac Os
added OWC SATA cable for Second SSD 275GB installed Windows 10

all drive will reset/format for buyer

操作正常，機身85-90%新
Ram已加盡2*8GB total 16GB Ram，
加咗OWC SATA cable 裝第二隻SSD,
Primary 係256GB SSD Mac OS
Secondary 係275GB SSD Windows 10

交收前會reset/format所有drive

油尖旺區地鐵站交收

Functional as well, around 85-90% new for outlook,
Ram upgraded to maximum capacity,
Selling price are considered other similar products

Meetup at Yau Tsim Mong Area MTR",MTR Olympic Station (港鐵奧運站),"Well used,Meetup,MTR Olympic Station (港鐵奧運站)","https://media.karousell.com/media/photos/products/2022/10/6/apple_mac_mini_i7_quad_core_la_1665041575_6824d81e.jpg,https://media.karousell.com/media/photos/products/2022/10/6/apple_mac_mini_i7_quad_core_la_1665041575_6824d81e_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/6/apple_mac_mini_i7_quad_core_la_1665041575_bd1b96b7_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/6/apple_mac_mini_i7_quad_core_la_1665041575_fc3c8a20_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/6/apple_mac_mini_i7_quad_core_la_1665041575_b076bd87_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/6/apple_mac_mini_i7_quad_core_la_1665041575_bdc28e59_progressive.jpg,https://media.karousell.com/media/photos/products/2023/3/5/sony_xperia_5_iv_5iv_5mk4____1677999464_a079727f_thumbnail","HK$1,780",/u/leleung/,"Apple Mac mini Late 2012 i7 Quad Core, 16GB Ram, 2隻SSD",https://www.carousell.com.hk/p/apple-mac-mini-late-2012-i7-quad-core-16gb-ram-2%E9%9A%BBssd-1189038540/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=309
,Lightly used # 7,"Posted,1 week ago,Brand,Asus,Model Number,Aio Z240IC,Ram (GB),16GB,HDD Storage (GB),1000GB,SSD Storage (GB),512GB,A verg powerful All in one desktop. Rarely used
original keyboard and mouse missing.
16g Ram
i7 6700T
Dual harddisk
1x512G ssd
1x1T HD",Shek Tong Tsui (石塘咀),"Lightly used,Meetup,Shek Tong Tsui (石塘咀)","https://media.karousell.com/media/photos/products/2023/9/8/asus_zen_all_in_one_z240ic_1694153868_4c046298.jpg,https://media.karousell.com/media/photos/products/2023/9/8/asus_zen_all_in_one_z240ic_1694153868_4c046298_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/8/asus_zen_all_in_one_z240ic_1694153868_65c4b94c_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/8/asus_zen_all_in_one_z240ic_1694153868_2800d0cf_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/8/asus_zen_all_in_one_z240ic_1694153868_2d37296e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/8/asus_zen_all_in_one_z240ic_1694153868_bacd63e0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/1/29/miele_complete_c3_1674994048_4405674f_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/1/7/macbook_pro_13_2018_1673065854_34405b15_thumbnail.jpg","HK$3,000",/u/chanwkbenjamin/,Asus Zen All in one Z240IC,https://www.carousell.com.hk/p/asus-zen-all-in-one-z240ic-1253570856/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=308
,Lightly used # 7,"Bumped,1 month ago,Brand,Dell,Model Number,Dell Optiplex 3020 3040 5050 3060,機身有正版License/ 100% DELL正版貨
硬件規格及價錢 Specs & Price : 

🔹型號 Dell 3020, 用2.5”SSD
A : Pentium G3250T + 8GRAM+ 128G $950
B : 雙核i3-4160T + 8GRAM + 250G $1000
C: 雙核i5-4570T + 8GRAM + 250G $1250
D: 四核i5-4590T + 8GRAM + 250G $1350
轉500G + $100 / 轉16GRAM + $100

🔹型號 Dell 3040, 5050, 用NVME SSD 
A : 四核6代i5-6400T + 8GRAM + 250G $1600
B : 四核6代i5-6500T + 8GRAM + 250G $1700
C: 四核6代i7-6700T + 8GRAM + 250G $2200
D: 四核7代i5-7500T + 8GRAM + 250G $1800
轉500G + $100 / 轉16GRAM + $150

🔹型號 Dell 3060, 用NVME SSD
A : 六核8代i5-8500T + 8GRAM + 250G $2300
轉500G + $100 / 轉16GRAM + $150

•已安裝Windows 10 Pro / 11 Pro
•正版貨有License和三腳插頭, DELL火牛
•有門店/ 有公司單/ 有保養
•交收: 深水埗門店/ 地鐵站/ 順豐 All Free!
•親自到門店交收可獲更多優惠

•有興趣請PM Whatsapp : 60982953
•FPS/ Cash現金/ AlipayHK/ WeChat Pay
•本公司有商業註冊登記/ 單有公司名/ 地址

",Sham Shui Po (深水埗),"Lightly used,Meetup,Sham Shui Po (深水埗)","https://media.karousell.com/media/photos/products/2022/10/29/dellmini_pc__windows_1011_pro__1667059058_b817a13d.jpg,https://media.karousell.com/media/photos/products/2022/10/29/dellmini_pc__windows_1011_pro__1667059058_b817a13d_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/29/dellmini_pc__windows_10_pro_i5_1667056780_89bd34fa_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/29/dellmini_pc__windows_10_pro_i5_1667056780_9657ac8f_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/29/dellmini_pc__windows_10_pro_i5_1667056780_ae1b76bf_progressive.jpg,https://media.karousell.com/media/photos/products/2022/10/29/dellmini_pc__windows_10_pro_i5_1667056780_d90deb1a_progressive.jpg,https://media.karousell.com/media/photos/products/2023/3/21/lenovo_e450_1490good_i55200u_8_1679405058_8eb56abf_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/5/13/toshiba_11i7_133fhd_11i71165g7_1684001195_aee25f85_thumbnail,https://media.karousell.com/media/photos/products/2022/4/11/surface_laptop_1_133_7i7__i776_1649696272_032545bd_thumbnail.jpg",HK$950,/u/GoGoStore/,多款DELL微型電腦Mini PC/ 在家或公司辦公/ 已安裝及已啟用Windows 10/11 Pro/  雙核/四核/六核i5/i7性能強勁/ 實機拍攝/ 機身一隻手掌咁細/ 有WiFi 有Lan/ 上網文書/ 看YouTube + Netflix最佳/ 可輸出4K解像屏幕/ 價錢$950起 #  Intel Core 4/6/7/8代,https://www.carousell.com.hk/p/%E5%A4%9A%E6%AC%BEdell%E5%BE%AE%E5%9E%8B%E9%9B%BB%E8%85%A6mini-pc-%E5%9C%A8%E5%AE%B6%E6%88%96%E5%85%AC%E5%8F%B8%E8%BE%A6%E5%85%AC-%E5%B7%B2%E5%AE%89%E8%A3%9D%E5%8F%8A%E5%B7%B2%E5%95%9F%E7%94%A8windows-10-11-pro-%E9%9B%99%E6%A0%B8-%E5%9B%9B%E6%A0%B8-%E5%85%AD%E6%A0%B8i5-i7%E6%80%A7%E8%83%BD%E5%BC%B7%E5%8B%81-%E5%AF%A6%E6%A9%9F%E6%8B%8D%E6%94%9D-%E6%A9%9F%E8%BA%AB%E4%B8%80%E9%9A%BB%E6%89%8B%E6%8E%8C%E5%92%81%E7%B4%B0-%E6%9C%89wifi-%E6%9C%89lan-%E4%B8%8A%E7%B6%B2%E6%96%87%E6%9B%B8-%E7%9C%8Byoutube-netflix%E6%9C%80%E4%BD%B3-%E5%8F%AF%E8%BC%B8%E5%87%BA4k%E8%A7%A3%E5%83%8F%E5%B1%8F%E5%B9%95-%E5%83%B9%E9%8C%A2-950%E8%B5%B7-intel-core-4-6-7-8%E4%BB%A3-1169668481/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=8wjeuxo3INmIzg9n&t-referrer_sort_by=popular&t-tap_index=7
,Lightly used # 7,"Posted,4 weeks ago,Brand,HP,HP EliteDesk 800 G2 Mini PC
Intel i5-6500T
8GB DDR4
Without HDD or SSD (or Add  HK$200 with 256GB SSD or upgrade to other ssd @ cost.
Support M2 SSD)

AC Wifi
IO: USB Type-C Display Port x 2, VGA, Type-C , USB3.0,  GLan
Windows 10/11
MS office starter 2010 (word + excel)

90% new and 100% work",MTR Sai Ying Pun Station (港鐵西營盤站),"Lightly used,Meetup,MTR Sai Ying Pun Station (港鐵西營盤站)","https://media.karousell.com/media/photos/products/2023/8/21/hp_elitedesk_800_g2_mini_pc_i5_1692600193_c5a47f68,https://media.karousell.com/media/photos/products/2023/8/21/hp_elitedesk_800_g2_mini_pc_i5_1692600193_c5a47f68_progressive,https://media.karousell.com/media/photos/products/2023/8/21/hp_elitedesk_800_g2_mini_pc_i5_1692600193_c5a47f68_progressive,https://media.karousell.com/media/photos/products/2023/8/6/asus_rtac5300_gaming_router_su_1691337111_3ceddccb_thumbnail,https://media.karousell.com/media/photos/products/2022/11/20/notebook_parts_ddr3_16gb_8gb_x_1668962088_7380bee0_thumbnail,https://media.karousell.com/media/photos/products/2023/1/16/macbook_pro_13_retina_early_20_1673843060_91ef1c75_thumbnail",HK$900,/u/tda1541/,"HP EliteDesk 800 G2 mini PC i5-6500T, 8GB",https://www.carousell.com.hk/p/hp-elitedesk-800-g2-mini-pc-i5-6500t-8gb-1250248804/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=306
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,1 week ago,Brand,Dell,地鐵站自取
兩部一齊走",MTR Choi Hung Station (港鐵彩虹站),"Well used,Meetup,MTR Choi Hung Station (港鐵彩虹站)","https://media.karousell.com/media/photos/products/2023/9/10/dell_1694338947_d219da7f.jpg,https://media.karousell.com/media/photos/products/2023/9/10/dell_1694338947_d219da7f_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/10/dell_1694338947_1715bb3e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/10/dell_1694338947_dd3f5bd4_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/10/dell_1694338947_17c5b971_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/15/ipad_pro_129__1694770475_ce98d33a_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/14/___photontree_x_1692024972_25b918f6_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/18/apple_tv_4k_1_a1842_1692357713_f464d3a1_thumbnail.jpg",HK$0,/u/booksss2023/,dell顯示屏,https://www.carousell.com.hk/p/dell%E9%A1%AF%E7%A4%BA%E5%B1%8F-1253982743/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=303
,Lightly used # 7,"Posted,2 days ago,Brand,Microsoft,Ram (GB),32.0GB,SSD Storage (GB),1000.0GB,Microsoft  i7-32G。 1TB SSD  gtx顯示卡
部機 98新 ！淨機一部 
全正常用到 ！芒靚，Touch Mon 全正常
電話☎️60621978",Wonder Computer Centre (福仁電腦商場),"Lightly used,Meetup,Wonder Computer Centre (福仁電腦商場)","https://media.karousell.com/media/photos/products/2023/9/19/microsoft_i732g_1tb_ssd_gtx_1695083552_a0bbf5f5.jpg,https://media.karousell.com/media/photos/products/2023/9/19/microsoft_i732g_1tb_ssd_gtx_1695083552_a0bbf5f5_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/microsoft_i732g_1tb_ssd_gtx_1695083552_fe315fe2_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/microsoft_i732g_1tb_ssd_gtx_1695083552_2c0257d2_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/18/pro_7_1692344849_47bdfb80_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/7/23/ipad_pro_129_keyboard2022_1690110358_b3c5afd8_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/5/18/macbook_pro_m1_16g_256ssd_1684392094_8e229f49_thumbnail.jpg","HK$6,800",/u/mac_computer/,Microsoft  i7-32G。 1TB SSD  gtx顯示卡,https://www.carousell.com.hk/p/microsoft-i7-32g%E3%80%82-1tb-ssd-gtx%E9%A1%AF%E7%A4%BA%E5%8D%A1-1255589103/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=-XHO6SpzoI7qiYuu&t-referrer_sort_by=popular&t-tap_index=301
